,location,total_sqft,bath,price,bhk
1318,Channasandra,1330.0,2,51.83,3
1319,Channasandra,1093.0,2,37.0,2
1320,Channasandra,1115.0,2,35.8,2
1321,Channasandra,1500.0,3,61.95,3
1322,Channasandra,830.0,2,36.28,2
1323,Channasandra,1200.0,3,67.77,3
1324,Channasandra,1195.0,2,56.0,3
1325,Channasandra,1175.0,2,38.0,2
1326,Channasandra,1200.0,2,46.13,2
1327,Channasandra,1065.0,2,36.0,2
1328,Channasandra,1050.0,2,44.41,2
1329,Channasandra,1010.0,2,32.0,2
1330,Chikka Tirupathi,2600.0,5,120.0,4
1331,Chikka Tirupathi,2325.0,4,120.0,4
1332,Chikka Tirupathi,1808.0,4,80.27,3
1333,Chikka Tirupathi,3297.0,3,135.0,3
1334,Chikka Tirupathi,3500.0,5,150.0,4
1335,Chikka Tirupathi,2646.0,3,99.0,3
1336,Chikka Tirupathi,2704.0,5,105.0,4
1337,Chikka Tirupathi,2325.0,3,95.0,3
1338,Chikka Tirupathi,2325.0,4,120.0,4
1339,Chikka Tirupathi,3250.0,4,136.0,4
1340,Chikka Tirupathi,2665.0,5,125.0,4
1341,Chikkabanavar,950.0,2,40.0,2
1342,Chikkabanavar,1600.0,2,80.0,3
1343,Chikkabanavar,600.0,1,25.0,2
1344,Chikkabanavar,2460.0,7,80.0,4
1345,Chikkabanavar,2400.0,4,97.0,5
1346,Chikkabanavar,2000.0,4,65.0,5
1347,Chikkabanavar,1067.0,2,38.0,2
1348,Chikkabanavar,1320.0,2,46.0,3
1349,Chikkabanavar,4000.0,7,110.0,8
1350,Chikkalasandra,1100.0,2,50.0,2
1351,Chikkalasandra,1208.0,2,49.0,2
1352,Chikkalasandra,875.0,2,52.8,2
1353,Chikkalasandra,1800.0,1,128.0,2
1354,Chikkalasandra,1070.0,2,50.0,2
1355,Chikkalasandra,1230.0,2,48.0,2
1356,Chikkalasandra,1428.0,2,80.0,3
1357,Chikkalasandra,1070.0,2,42.8,2
1358,Chikkalasandra,1075.0,2,46.76,2
1359,Chikkalasandra,1070.0,2,45.48,2
1360,Chikkalasandra,1100.0,2,50.0,2
1361,Chikkalasandra,1224.0,2,45.0,2
1362,Chikkalasandra,1090.0,2,47.42,2
1363,Chikkalasandra,1325.0,2,59.0,2
1364,Chikkalasandra,1290.0,2,72.0,2
1365,Choodasandra,1115.0,2,50.0,2
1366,Choodasandra,1300.0,2,57.0,2
1367,Choodasandra,1530.0,3,77.0,3
1368,Choodasandra,1197.0,2,63.0,2
1369,Choodasandra,1465.0,3,75.0,3
1370,Choodasandra,1115.0,2,50.0,2
1371,Choodasandra,1215.0,2,59.0,2
1372,Choodasandra,1254.0,2,65.0,3
1373,Choodasandra,1580.0,3,105.0,3
1374,Choodasandra,725.0,2,36.0,2
1375,Choodasandra,2429.0,3,210.0,4
1376,Choodasandra,1075.0,2,45.0,2
1377,Choodasandra,1180.0,2,71.22,2
1378,Choodasandra,1140.0,2,62.0,2
1379,Choodasandra,1560.0,3,78.0,3
1380,Choodasandra,1065.0,2,46.0,2
1381,Choodasandra,1115.0,2,50.0,2
1382,Choodasandra,1115.0,2,50.0,2
1383,Cooke Town,3950.0,4,450.0,4
1384,Cooke Town,2388.0,4,239.0,3
1385,Cooke Town,1710.0,2,200.0,2
1386,Cooke Town,1310.0,2,111.0,2
1387,Cooke Town,3900.0,5,415.0,4
1388,Cooke Town,2560.0,4,310.0,3
1389,Cooke Town,2600.0,3,375.0,3
1390,Cooke Town,1100.0,2,90.0,2
1391,Cooke Town,2300.0,3,250.0,3
1392,Cox Town,1975.0,3,150.0,3
1393,Cox Town,1650.0,3,100.0,3
1394,Cox Town,1730.0,3,140.0,3
1395,Cox Town,1600.0,3,150.0,3
1396,Cox Town,1250.0,2,95.0,2
1397,Cox Town,1280.0,2,120.0,2
1398,Cox Town,1073.0,2,72.0,2
1399,Cox Town,1000.0,2,58.0,2
1400,Cox Town,1200.0,2,140.0,2
1401,Cunningham Road,5270.0,4,1250.0,4
1402,Cunningham Road,3875.0,3,864.0,3
1403,Cunningham Road,3875.0,3,800.0,3
1404,Cunningham Road,3815.0,3,763.0,3
1405,Cunningham Road,2880.0,3,501.0,3
1406,Cunningham Road,3489.0,3,662.0,3
1407,Cunningham Road,4170.0,3,800.0,3
1408,Cunningham Road,2700.0,3,501.0,3
1409,Cunningham Road,7500.0,6,1800.0,4
1410,Cunningham Road,2880.0,3,560.0,3
1411,Dasanapura,708.0,2,37.0,2
1412,Dasanapura,708.0,1,40.0,2
1413,Dasanapura,965.0,2,42.5,2
1414,Dasanapura,814.0,2,42.0,2
1415,Dasanapura,1163.0,2,65.0,2
1416,Dasanapura,1286.0,2,68.0,3
1417,Dasanapura,708.0,2,31.15,2
1418,Dasanapura,708.0,1,41.0,1
1419,Dasanapura,814.0,2,43.7,2
1420,Dasarahalli,1295.0,2,65.0,2
1421,Dasarahalli,1150.0,2,70.0,2
1422,Dasarahalli,2100.0,3,120.0,3
1423,Dasarahalli,1220.0,2,52.0,2
1424,Dasarahalli,1375.0,2,60.0,2
1425,Dasarahalli,1333.0,2,78.56,2
1426,Dasarahalli,1220.0,2,62.0,2
1427,Devanahalli,1260.0,2,66.78,2
1428,Devanahalli,1282.0,2,68.52,3
1429,Devanahalli,1360.0,2,65.0,2
1430,Devanahalli,1408.0,2,85.0,2
1431,Devanahalli,1010.0,2,51.0,2
1432,Devanahalli,1080.0,2,53.35,2
1433,Devanahalli,2400.0,5,100.0,5
1434,Devanahalli,1080.0,2,44.0,2
1435,Devanahalli,1174.0,2,59.0,2
1436,Devanahalli,658.0,1,34.0,1
1437,Devanahalli,658.0,1,26.91,1
1438,Devanahalli,1080.0,2,52.0,2
1439,Devanahalli,1498.0,3,79.15,3
1440,Devanahalli,1466.0,3,77.59,3
1441,Devanahalli,775.0,1,39.0,1
1442,Devanahalli,1020.0,2,49.87,1
1443,Devanahalli,1045.0,2,48.0,2
1444,Devanahalli,1550.0,3,85.0,3
1445,Devanahalli,1340.0,2,65.0,2
1446,Devanahalli,2125.0,3,107.0,3
1447,Devanahalli,1230.0,2,56.45,2
1448,Devanahalli,658.0,1,26.91,1
1449,Devanahalli,1010.0,2,58.0,2
1450,Devarachikkanahalli,1250.0,2,40.0,2
1451,Devarachikkanahalli,1200.0,2,83.0,2
1452,Devarachikkanahalli,1170.0,2,40.0,2
1453,Devarachikkanahalli,615.0,1,24.0,1
1454,Devarachikkanahalli,1230.0,2,58.0,2
1455,Devarachikkanahalli,1425.0,2,65.0,3
1456,Devarachikkanahalli,947.0,2,43.0,2
1457,Devarachikkanahalli,1130.0,2,36.0,2
1458,Devarachikkanahalli,1417.0,2,76.0,3
1459,Devarachikkanahalli,1230.0,2,58.0,2
1460,Devarachikkanahalli,1705.0,3,75.0,3
1461,Devarachikkanahalli,1116.0,2,47.0,2
1462,Devarachikkanahalli,991.0,2,40.0,2
1463,Dodda Nekkundi,1260.0,2,55.0,2
1464,Dodda Nekkundi,850.0,2,28.0,2
1465,Dodda Nekkundi,1390.0,2,60.0,2
1466,Dodda Nekkundi,1804.0,3,121.0,3
1467,Dodda Nekkundi,1080.0,2,50.0,2
1468,Dodda Nekkundi,1999.0,3,132.0,3
1469,Dodda Nekkundi,1100.0,2,48.0,2
1470,Dodda Nekkundi,1999.0,3,135.0,3
1471,Dodda Nekkundi,1100.0,2,41.15,2
1472,Dodda Nekkundi,1252.0,2,71.0,3
1473,Dodda Nekkundi,1155.0,2,46.0,2
1474,Dodda Nekkundi,1128.0,2,45.0,2
1475,Dodda Nekkundi,1148.0,2,56.0,2
1476,Dodda Nekkundi,1145.0,2,46.5,2
1477,Dodda Nekkundi,1829.0,3,125.0,3
1478,Dodda Nekkundi,1100.0,2,41.16,2
1479,Dodda Nekkundi,1100.0,2,46.75,2
1480,Dodda Nekkundi,1315.0,2,50.0,2
1481,Dodda Nekkundi,1135.0,2,58.0,2
1482,Dodda Nekkundi,1100.0,2,41.18,2
1483,Dodda Nekkundi,1370.0,2,60.0,2
1484,Dodda Nekkundi,1200.0,2,71.0,2
1485,Dodda Nekkundi,1585.0,2,79.0,3
1486,Dodda Nekkundi,1005.0,2,45.0,2
1487,Dodda Nekkundi,1264.0,2,52.0,2
1488,Doddaballapur,1690.0,3,80.0,4
1489,Doddaballapur,4200.0,4,325.0,4
1490,Doddaballapur,3876.0,3,300.0,3
1491,Doddaballapur,2776.0,4,195.0,3
1492,Doddaballapur,2440.0,3,142.0,3
1493,Doddaballapur,2400.0,3,200.0,4
1494,Doddaballapur,654.0,1,49.0,1
1495,Doddaballapur,3206.0,5,270.0,4
1496,Doddakallasandra,1010.0,2,40.39,2
1497,Doddakallasandra,1010.0,2,40.39,2
1498,Doddakallasandra,1072.0,2,42.87,2
1499,Doddakallasandra,1010.0,2,40.4,2
1500,Doddakallasandra,1010.0,2,41.0,2
1501,Doddakallasandra,1072.0,2,42.87,2
1502,Doddathoguru,970.0,2,33.0,2
1503,Doddathoguru,1050.0,2,32.0,2
1504,Doddathoguru,850.0,2,25.0,2
1505,Doddathoguru,1030.0,2,42.0,2
1506,Doddathoguru,1549.0,3,65.0,3
1507,Doddathoguru,550.0,1,17.0,1
1508,Doddathoguru,1015.0,2,33.5,2
1509,Doddathoguru,1104.0,2,39.0,2
1510,Doddathoguru,915.0,2,32.0,2
1511,Doddathoguru,750.0,1,25.5,1
1512,Doddathoguru,1595.0,3,62.0,3
1513,Doddathoguru,855.0,2,32.0,2
1514,Doddathoguru,1105.0,2,50.0,2
1515,Doddathoguru,925.0,2,30.0,2
1516,Doddathoguru,1208.0,3,45.0,3
1517,Doddathoguru,1100.0,2,50.0,2
1518,Doddathoguru,940.0,2,32.9,2
1519,Doddathoguru,1382.0,3,65.0,3
1520,Doddathoguru,1107.0,2,44.0,2
1521,Doddathoguru,907.0,2,40.0,2
1522,Doddathoguru,1783.0,3,85.0,3
1523,Doddathoguru,550.0,1,17.0,1
1524,Domlur,1540.0,3,90.0,3
1525,Domlur,1875.0,2,150.0,3
1526,Domlur,1429.0,3,86.0,3
1527,Domlur,640.0,1,55.0,1
1528,Domlur,1050.0,2,85.0,2
1529,Domlur,1800.0,3,150.0,3
1530,Domlur,1720.0,3,135.0,3
1531,Domlur,1950.0,3,165.0,3
1532,Domlur,2180.0,3,285.0,3
1533,Domlur,650.0,1,70.0,1
1534,Domlur,780.0,1,70.0,1
1535,Domlur,2180.0,3,285.0,3
1536,Domlur,1740.0,3,120.0,3
1537,Domlur,1695.0,3,125.0,3
1538,Domlur,1246.0,2,95.0,2
1539,Domlur,2100.0,3,145.0,3
1540,Domlur,1276.0,2,80.0,2
1541,Domlur,1850.0,3,180.0,3
1542,Domlur,2955.0,3,235.0,3
1543,Domlur,1650.0,3,180.0,3
1544,Dommasandra,805.0,2,22.14,2
1545,Dommasandra,1267.0,3,56.0,3
1546,Dommasandra,1200.0,2,50.0,2
1547,Dommasandra,2700.0,3,68.0,4
1548,Dommasandra,1153.0,2,43.5,2
1549,Dommasandra,1500.0,2,40.0,2
1550,Dommasandra,1090.0,2,43.5,2
1551,Dommasandra,850.0,2,25.4,2
1552,Dommasandra,674.0,1,19.9,2
1553,Dommasandra,999.0,2,32.9,2
1554,EPIP Zone,1499.0,5,102.0,3
1555,EPIP Zone,1285.0,2,82.0,2
1556,EPIP Zone,2330.0,3,162.0,3
1557,EPIP Zone,1330.0,2,92.5,2
1558,EPIP Zone,1330.0,2,86.98,2
1559,EPIP Zone,1330.0,2,93.36,2
1560,EPIP Zone,1500.0,3,102.0,3
1561,EPIP Zone,1280.0,2,69.0,2
1562,EPIP Zone,1125.0,2,65.0,2
1563,EPIP Zone,1734.0,3,125.0,3
1564,EPIP Zone,1343.0,2,86.0,2
1565,EPIP Zone,2350.0,4,163.0,3
1566,EPIP Zone,1860.0,3,130.0,3
1567,EPIP Zone,2210.0,3,165.0,3
1568,EPIP Zone,2710.0,3,177.0,3
1569,Electronic City,1025.0,2,47.0,3
1570,Electronic City,1500.0,2,64.5,3
1571,Electronic City,1060.0,2,60.0,2
1572,Electronic City,1152.0,2,64.5,2
1573,Electronic City,770.0,1,36.0,2
1574,Electronic City,1070.0,2,52.0,2
1575,Electronic City,1025.0,2,46.0,2
1576,Electronic City,589.0,1,27.0,1
1577,Electronic City,910.0,2,40.0,2
1578,Electronic City,1108.0,2,63.0,2
1579,Electronic City,1128.0,2,65.0,2
1580,Electronic City,1800.0,3,95.0,3
1581,Electronic City,630.0,1,34.65,1
1582,Electronic City,1128.0,2,63.0,2
1583,Electronic City,1599.0,3,99.0,3
1584,Electronic City,1070.0,2,55.0,2
1585,Electronic City,940.0,2,41.0,2
1586,Electronic City,1128.0,2,68.75,2
1587,Electronic City,1342.0,2,73.3,2
1588,Electronic City,1360.0,2,71.0,3
1589,Electronic City,1265.0,2,56.93,2
1590,Electronic City,1691.0,2,102.0,3
1591,Electronic City,1128.0,2,65.49,2
1592,Electronic City,1070.0,2,56.1,2
1593,Electronic City,2000.0,4,120.0,4
1594,Electronic City,890.0,2,45.0,2
1595,Electronic City,1128.0,2,65.65,2
1596,Electronic City,865.0,2,42.0,2
1597,Electronic City,910.0,2,42.0,2
1598,Electronic City,1360.0,2,75.0,3
1599,Electronic City,770.0,1,40.0,2
1600,Electronic City,1128.0,2,64.0,2
1601,Electronic City,1070.0,2,54.0,2
1602,Electronic City,1571.0,3,89.0,3
1603,Electronic City,1111.0,3,50.0,3
1604,Electronic City,870.0,2,39.5,2
1605,Electronic City,1374.0,2,72.0,3
1606,Electronic City,1128.0,2,65.35,2
1607,Electronic City,1128.0,2,65.0,2
1608,Electronic City,755.0,1,34.0,2
1609,Electronic City,1563.0,3,91.84,3
1610,Electronic City,1652.0,3,70.0,3
1611,Electronic City,1025.0,2,54.5,2
1612,Electronic City,1350.0,3,58.0,3
1613,Electronic City,1700.0,3,75.0,3
1614,Electronic City,1128.0,2,68.0,2
1615,Electronic City,700.0,1,35.0,1
1616,Electronic City,1360.0,2,70.5,3
1617,Electronic City,1571.0,3,105.0,3
1618,Electronic City,1600.0,3,104.0,3
1619,Electronic City,1500.0,2,100.0,3
1620,Electronic City,1152.0,2,65.0,2
1621,Electronic City,1070.0,2,60.0,2
1622,Electronic City,1128.0,2,65.5,2
1623,Electronic City,1200.0,2,59.0,2
1624,Electronic City,1152.0,2,65.75,2
1625,Electronic City,1070.0,2,55.0,2
1626,Electronic City,1060.0,2,58.0,2
1627,Electronic City,1025.0,2,54.1,2
1628,Electronic City,1500.0,2,78.0,3
1629,Electronic City,1213.0,2,59.32,2
1630,Electronic City,1575.0,3,90.0,3
1631,Electronic City,435.0,1,19.5,1
1632,Electronic City,1449.0,3,100.0,3
1633,Electronic City,1125.0,2,58.0,2
1634,Electronic City,1575.0,3,101.0,3
1635,Electronic City,550.0,1,12.0,1
1636,Electronic City,919.0,2,40.0,2
1637,Electronic City,1500.0,2,78.25,3
1638,Electronic City,1363.0,2,79.0,2
1639,Electronic City,1108.0,2,67.15,2
1640,Electronic City,1128.0,2,65.7,2
1641,Electronic City,1060.0,2,51.0,2
1642,Electronic City,1650.0,3,100.0,3
1643,Electronic City,1025.0,2,49.0,2
1644,Electronic City,1449.0,3,90.0,3
1645,Electronic City,1070.0,2,58.0,2
1646,Electronic City,1210.0,2,54.0,2
1647,Electronic City,1500.0,2,75.0,3
1648,Electronic City,1070.0,2,52.0,2
1649,Electronic City,2435.0,4,119.0,4
1650,Electronic City,1073.0,2,60.0,2
1651,Electronic City,1500.0,2,78.0,3
1652,Electronic City,1070.0,2,47.0,2
1653,Electronic City,1296.0,2,65.0,2
1654,Electronic City,1140.0,2,70.93,2
1655,Electronic City,2093.0,4,104.0,4
1656,Electronic City,1025.0,2,53.9,2
1657,Electronic City,940.0,2,54.0,2
1658,Electronic City,435.0,1,21.0,1
1659,Electronic City,1500.0,2,77.5,3
1660,Electronic City,1631.0,3,80.0,3
1661,Electronic City,1355.0,2,67.0,2
1662,Electronic City,435.0,1,22.0,1
1663,Electronic City,1039.0,2,50.0,2
1664,Electronic City,770.0,1,39.9,2
1665,Electronic City,1128.0,2,64.0,2
1666,Electronic City,605.0,1,13.31,1
1667,Electronic City,530.0,1,13.5,1
1668,Electronic City,1070.0,2,53.0,2
1669,Electronic City,1571.0,3,83.0,3
1670,Electronic City,1350.0,3,66.0,3
1671,Electronic City,1652.0,3,110.0,3
1672,Electronic City,1128.0,2,65.58,2
1673,Electronic City,635.0,1,28.0,1
1674,Electronic City,1128.0,2,65.4,2
1675,Electronic City,1355.0,2,72.9,2
1676,Electronic City,770.0,1,35.0,2
1677,Electronic City,865.0,2,40.0,2
1678,Electronic City,1108.0,2,63.0,2
1679,Electronic City,630.0,1,40.5,1
1680,Electronic City,605.0,1,22.0,1
1681,Electronic City,1070.0,2,48.0,2
1682,Electronic City,1360.0,2,70.0,3
1683,Electronic City,635.0,1,28.0,1
1684,Electronic City,1128.0,2,65.45,2
1685,Electronic City,890.0,2,40.0,2
1686,Electronic City,1360.0,2,58.0,3
1687,Electronic City,630.0,1,33.7,1
1688,Electronic City,1400.0,3,90.0,3
1689,Electronic City,1287.0,3,55.0,3
1690,Electronic City,1258.0,2,85.5,2
1691,Electronic City,1386.0,2,85.0,2
1692,Electronic City,550.0,1,27.0,1
1693,Electronic City,1025.0,2,50.0,2
1694,Electronic City,1070.0,2,55.0,2
1695,Electronic City,1342.0,2,72.0,2
1696,Electronic City,1275.0,3,70.0,3
1697,Electronic City,770.0,1,38.0,2
1698,Electronic City,1644.0,3,92.59,3
1699,Electronic City,1250.0,2,62.0,2
1700,Electronic City,418.0,1,12.0,1
1701,Electronic City,1128.0,2,64.8,2
1702,Electronic City,1060.0,2,55.0,2
1703,Electronic City,710.0,1,40.42,1
1704,Electronic City,1275.0,3,63.43,3
1705,Electronic City,1518.0,3,75.0,3
1706,Electronic City,1090.0,2,31.48,1
1707,Electronic City,1060.0,2,55.0,2
1708,Electronic City,1353.0,2,75.0,2
1709,Electronic City,1128.0,2,67.0,2
1710,Electronic City,1070.0,2,57.0,2
1711,Electronic City,1700.0,3,90.0,3
1712,Electronic City,750.0,1,35.0,1
1713,Electronic City,1210.0,2,55.0,2
1714,Electronic City,1070.0,2,60.0,2
1715,Electronic City,1615.0,3,97.0,3
1716,Electronic City,1221.0,2,68.0,2
1717,Electronic City,1500.0,3,73.0,3
1718,Electronic City,995.0,2,48.0,2
1719,Electronic City,1342.0,2,90.0,2
1720,Electronic City,1128.0,2,63.5,2
1721,Electronic City,589.0,1,29.0,1
1722,Electronic City,1575.0,3,94.5,3
1723,Electronic City,1070.0,2,48.0,2
1724,Electronic City,1025.0,2,54.0,2
1725,Electronic City,1500.0,2,70.0,3
1726,Electronic City,1500.0,2,64.5,3
1727,Electronic City,2093.0,4,134.0,4
1728,Electronic City,1355.0,2,73.0,2
1729,Electronic City,1360.0,2,64.99,3
1730,Electronic City,1060.0,2,52.0,2
1731,Electronic City Phase II,1056.0,2,39.07,2
1732,Electronic City Phase II,1020.0,2,30.6,2
1733,Electronic City Phase II,1069.0,2,45.0,2
1734,Electronic City Phase II,630.0,1,28.35,1
1735,Electronic City Phase II,1000.0,2,25.0,2
1736,Electronic City Phase II,1090.0,2,28.34,2
1737,Electronic City Phase II,2225.0,4,98.88,4
1738,Electronic City Phase II,775.0,2,38.0,2
1739,Electronic City Phase II,1266.0,2,59.0,2
1740,Electronic City Phase II,1000.0,2,28.88,2
1741,Electronic City Phase II,972.0,2,44.0,2
1742,Electronic City Phase II,1031.0,2,55.0,2
1743,Electronic City Phase II,1003.0,2,40.6,2
1744,Electronic City Phase II,1031.0,2,56.35,2
1745,Electronic City Phase II,1395.0,2,62.78,3
1746,Electronic City Phase II,1160.0,2,33.5,2
1747,Electronic City Phase II,1065.0,2,30.75,2
1748,Electronic City Phase II,1219.0,2,61.25,2
1749,Electronic City Phase II,1000.0,2,28.88,2
1750,Electronic City Phase II,1790.0,3,100.0,3
1751,Electronic City Phase II,769.0,2,40.0,2
1752,Electronic City Phase II,900.0,2,32.5,2
1753,Electronic City Phase II,993.0,2,50.0,3
1754,Electronic City Phase II,1418.0,3,52.47,3
1755,Electronic City Phase II,1070.0,2,45.0,2
1756,Electronic City Phase II,1140.0,2,33.06,2
1757,Electronic City Phase II,1031.0,2,55.0,2
1758,Electronic City Phase II,1253.0,2,65.8,2
1759,Electronic City Phase II,1160.0,2,33.5,2
1760,Electronic City Phase II,975.0,2,45.0,3
1761,Electronic City Phase II,6000.0,4,260.0,4
1762,Electronic City Phase II,1116.0,2,37.0,2
1763,Electronic City Phase II,1125.0,2,29.25,2
1764,Electronic City Phase II,1000.0,2,28.88,2
1765,Electronic City Phase II,1000.0,2,28.88,2
1766,Electronic City Phase II,1000.0,2,28.88,2
1767,Electronic City Phase II,1165.0,2,30.29,2
1768,Electronic City Phase II,1031.0,2,53.0,2
1769,Electronic City Phase II,1065.0,2,30.88,2
1770,Electronic City Phase II,1549.0,3,80.0,3
1771,Electronic City Phase II,1065.0,2,56.13,2
1772,Electronic City Phase II,920.0,2,26.0,2
1773,Electronic City Phase II,1140.0,2,33.84,2
1774,Electronic City Phase II,1219.0,2,61.26,2
1775,Electronic City Phase II,1252.0,2,65.0,3
1776,Electronic City Phase II,1125.0,2,32.49,2
1777,Electronic City Phase II,1286.0,2,69.0,2
1778,Electronic City Phase II,1140.0,2,32.92,2
1779,Electronic City Phase II,1116.0,2,40.0,2
1780,Electronic City Phase II,1150.0,3,46.0,3
1781,Electronic City Phase II,1192.0,2,47.0,3
1782,Electronic City Phase II,1020.0,2,32.0,2
1783,Electronic City Phase II,1900.0,3,97.0,4
1784,Electronic City Phase II,1020.0,2,27.43,2
1785,Electronic City Phase II,1025.0,2,26.65,2
1786,Electronic City Phase II,1020.0,2,29.45,2
1787,Electronic City Phase II,1000.0,2,28.88,2
1788,Electronic City Phase II,1140.0,2,28.5,2
1789,Electronic City Phase II,1125.0,2,32.49,2
1790,Electronic City Phase II,1200.0,2,34.65,2
1791,Electronic City Phase II,1160.0,2,52.2,2
1792,Electronic City Phase II,1244.0,2,55.0,2
1793,Electronic City Phase II,1160.0,2,33.51,2
1794,Electronic City Phase II,972.0,2,40.0,2
1795,Electronic City Phase II,1160.0,2,33.51,2
1796,Electronic City Phase II,1090.0,2,31.48,2
1797,Electronic City Phase II,1140.0,2,32.92,2
1798,Electronic City Phase II,650.0,1,35.0,1
1799,Electronic City Phase II,1155.0,2,57.0,2
1800,Electronic City Phase II,1800.0,3,92.0,3
1801,Electronic City Phase II,1300.0,2,28.0,2
1802,Electronic City Phase II,1160.0,2,33.5,2
1803,Electronic City Phase II,1025.0,2,29.6,2
1804,Electronic City Phase II,829.0,2,22.8,2
1805,Electronic City Phase II,1252.0,2,67.0,2
1806,Electronic City Phase II,1125.0,2,32.63,2
1807,Electronic City Phase II,1140.0,2,34.0,2
1808,Electronic City Phase II,1252.0,2,65.0,3
1809,Electronic City Phase II,1135.0,2,46.0,2
1810,Electronic City Phase II,1305.0,3,65.0,3
1811,Electronic City Phase II,1165.0,2,33.64,2
1812,Electronic City Phase II,1336.0,2,50.35,3
1813,Electronic City Phase II,575.0,1,16.75,1
1814,Electronic City Phase II,925.0,2,49.82,3
1815,Electronic City Phase II,1065.0,2,30.76,2
1816,Electronic City Phase II,1065.0,2,30.75,2
1817,Electronic City Phase II,1140.0,2,33.06,2
1818,Electronic City Phase II,911.0,2,26.5,2
1819,Electronic City Phase II,1200.0,2,34.65,2
1820,Electronic City Phase II,1031.0,2,54.48,2
1821,Electronics City Phase 1,1475.0,3,78.29,3
1822,Electronics City Phase 1,1490.0,3,78.8,3
1823,Electronics City Phase 1,1113.27,2,53.0,2
1824,Electronics City Phase 1,1490.0,3,84.0,3
1825,Electronics City Phase 1,1160.0,2,52.0,2
1826,Electronics City Phase 1,1015.0,2,56.0,2
1827,Electronics City Phase 1,1515.0,2,80.91,3
1828,Electronics City Phase 1,995.0,2,46.0,2
1829,Electronics City Phase 1,1555.0,2,82.0,3
1830,Electronics City Phase 1,1340.0,2,75.0,2
1831,Electronics City Phase 1,650.0,1,23.0,1
1832,Electronics City Phase 1,1124.0,2,55.0,3
1833,Electronics City Phase 1,1175.0,2,57.0,2
1834,Electronics City Phase 1,755.0,1,42.41,1
1835,Electronics City Phase 1,580.0,1,27.0,1
1836,Electronics City Phase 1,940.0,2,49.0,2
1837,Electronics City Phase 1,1335.0,2,67.0,2
1838,Electronics City Phase 1,1113.12,2,55.0,2
1839,Electronics City Phase 1,1350.0,3,71.0,3
1840,Electronics City Phase 1,995.0,2,49.8,2
1841,Electronics City Phase 1,635.0,1,26.0,1
1842,Electronics City Phase 1,1190.0,2,68.0,2
1843,Electronics City Phase 1,1450.0,3,72.54,3
1844,Electronics City Phase 1,360.0,1,16.9,1
1845,Electronics City Phase 1,638.0,1,32.0,1
1846,Electronics City Phase 1,1175.0,2,64.98,2
1847,Electronics City Phase 1,585.0,1,21.0,1
1848,Electronics City Phase 1,1200.0,2,59.76,2
1849,Electronics City Phase 1,1145.0,2,54.0,2
1850,Electronics City Phase 1,1125.0,2,65.0,2
1851,Electronics City Phase 1,1550.0,2,82.0,3
1852,Electronics City Phase 1,865.0,2,40.0,2
1853,Electronics City Phase 1,1800.0,3,93.0,3
1854,Electronics City Phase 1,1314.0,2,60.0,2
1855,Electronics City Phase 1,1170.0,2,62.0,2
1856,Electronics City Phase 1,1450.0,3,79.0,3
1857,Electronics City Phase 1,940.0,2,48.0,2
1858,Electronics City Phase 1,940.0,2,44.0,2
1859,Electronics City Phase 1,1300.0,2,67.0,2
1860,Electronics City Phase 1,1028.0,2,51.0,2
1861,Electronics City Phase 1,1205.0,2,60.0,2
1862,Electronics City Phase 1,1305.0,2,67.0,2
1863,Electronics City Phase 1,755.0,1,30.12,1
1864,Electronics City Phase 1,1175.0,2,60.0,2
1865,Frazer Town,1700.0,3,180.0,3
1866,Frazer Town,1305.0,3,95.45,3
1867,Frazer Town,1870.0,3,185.0,3
1868,Frazer Town,1750.0,3,150.0,3
1869,Frazer Town,2000.0,3,200.0,3
1870,Frazer Town,3500.0,4,330.0,3
1871,Frazer Town,2350.0,4,285.0,3
1872,Frazer Town,1550.0,2,140.0,2
1873,Frazer Town,1900.0,4,145.0,3
1874,Frazer Town,2560.0,3,265.0,3
1875,Frazer Town,2400.0,3,260.0,3
1876,Frazer Town,2560.0,3,288.0,3
1877,Frazer Town,3436.0,5,341.0,4
1878,Frazer Town,1315.0,2,140.0,2
1879,Frazer Town,1706.0,3,154.0,3
1880,Frazer Town,2079.0,3,220.0,3
1881,Frazer Town,3435.0,2,341.0,4
1882,Frazer Town,3436.0,5,345.0,4
1883,Frazer Town,3100.0,3,400.0,3
1884,Frazer Town,5400.0,3,400.0,3
1885,Frazer Town,1180.0,2,105.0,2
1886,Frazer Town,2900.0,4,325.0,4
1887,Frazer Town,1870.0,3,180.0,3
1888,Frazer Town,896.0,1,100.0,1
1889,Frazer Town,1420.0,2,120.0,2
1890,GM Palaya,1820.0,2,86.0,3
1891,GM Palaya,1225.0,2,47.0,2
1892,GM Palaya,1140.0,2,48.95,2
1893,GM Palaya,1315.0,2,65.0,3
1894,GM Palaya,1315.0,3,65.0,3
1895,GM Palaya,1315.0,3,64.0,3
1896,GM Palaya,1735.0,3,70.0,3
1897,GM Palaya,1643.0,2,70.0,3
1898,Garudachar Palya,1325.0,2,60.8,3
1899,Garudachar Palya,1060.0,2,48.7,2
1900,Garudachar Palya,1150.0,2,52.75,2
1901,Garudachar Palya,1295.0,2,59.5,3
1902,Garudachar Palya,1320.0,2,60.6,3
1903,Garudachar Palya,1295.0,2,59.5,3
1904,Garudachar Palya,1150.0,2,52.8,2
1905,Garudachar Palya,1150.0,2,52.8,2
